ID,Date,Element,Data_Value
NLE00113724,2014-01-22,TMIN,46
UK000003377,2012-05-05,TMIN,43
UKW00035047,2015-07-07,TMAX,234
UK000003377,2014-04-22,TMAX,175
UKM00003740,2005-12-24,TMAX,93
UKM00003257,2012-01-30,TMAX,34
UK000000000,2013-08-03,TMIN,137
UKM00003257,2014-10-09,TMAX,149
UKW00035047,2010-08-25,TMAX,201
NLE00113724,2015-09-28,TMIN,146
NLE00113706,2015-08-10,TMIN,168
NLE00113736,2012-10-28,TMAX,115
UK000003377,2013-09-17,TMAX,117
UKM00003590,2015-11-04,TMIN,75
NLE00113676,2013-08-22,TMAX,188
NLE00113736,2006-06-05,TMIN,98
UKM00003740,2012-09-15,TMIN,76
UKM00003257,2012-11-11,TMIN,-5
NLE00113736,2007-10-28,TMIN,111
UKM00003740,2015-10-23,TMAX,120
UKM00003590,2015-06-28,TMAX,199
UK000000000,2010-11-28,TMIN,-70
UKM00003772,2008-07-11,TMAX,212
UK000000000,2012-07-03,TMAX,213
NLE00113706,2015-08-10,TMAX,183
NLE00113670,2011-09-16,TMIN,118
NLE00113670,2013-11-30,TMIN,81
UK000000000,2008-04-21,TMIN,66
UK000003377,2005-06-14,TMAX,177
NLE00113676,2012-01-23,TMAX,69
NLE00113676,2011-07-08,TMIN,151
NLE00113670,2010-07-16,TMIN,150
NLE00113736,2006-02-15,TMAX,78
NLE00113706,2013-12-04,TMAX,95
NLE00113724,2006-05-04,TMAX,139
NLE00113706,2012-04-22,TMAX,82
UKW00035047,2013-08-16,TMAX,216
NLE00113676,2011-09-06,TMIN,140
NLE00113676,2015-02-06,TMIN,32
NLE00113676,2015-02-06,TMAX,51
NLE00113724,2012-11-28,TMIN,70
UKW00035047,2008-12-10,TMAX,43
NLE00113736,2007-12-20,TMIN,-8
UKM00003740,2014-02-13,TMIN,6
NLE00113676,2011-09-06,TMAX,180
NLE00113736,2010-02-18,TMAX,57
UK000003377,2005-05-18,TMIN,41
NLE00113736,2006-02-15,TMIN,56
UK000003377,2007-05-28,TMAX,112
NLE00113736,2010-02-18,TMIN,8
NLE00113670,2014-07-13,TMIN,144
NLE00113736,2008-08-13,TMAX,175
NLE00113676,2013-01-06,TMAX,105
NLE00113736,2007-08-04,TMAX,200
UK000003377,2012-05-28,TMAX,191
NLE00113676,2011-07-08,TMAX,173
UK000003377,2007-07-12,TMIN,124
UKM00003257,2005-07-22,TMAX,190
NLE00113724,2015-11-28,TMAX,105
UKM00003590,2009-01-09,TMAX,-6
NLE00113676,2012-01-23,TMIN,43
UK000000000,2013-06-27,TMIN,108
UKW00035047,2005-05-17,TMAX,101
NLE00113724,2015-05-02,TMIN,70
UKM00003772,2009-09-10,TMIN,0
UK000000000,2008-01-02,TMIN,45
UK000003377,2014-12-04,TMIN,0
UKM00003590,2014-12-31,TMAX,57
NLE00113724,2015-05-02,TMAX,88
NLE00113736,2011-05-05,TMIN,94
UK000003377,2009-06-24,TMAX,205
UKM00003772,2006-04-16,TMIN,68
UK000003377,2006-02-07,TMAX,97
NLE00113676,2013-04-14,TMAX,120
UKM00003590,2009-01-09,TMIN,-60
NLE00113670,2011-04-01,TMAX,99
UKM00003590,2006-09-09,TMIN,92
NLE00113724,2009-04-14,TMAX,87
NLE00113670,2015-06-29,TMIN,144
UK000000000,2009-04-03,TMAX,140
UKM00003772,2015-09-14,TMAX,198
UKM00003590,2010-10-01,TMIN,106
UKM00003590,2014-10-10,TMAX,170
UKM00003740,2007-06-10,TMAX,244
UKW00035047,2015-08-01,TMIN,103
UKM00003740,2007-06-10,TMIN,144
NLE00113736,2008-08-13,TMIN,128
UKM00003590,2006-11-12,TMAX,101
UK000003377,2009-06-24,TMIN,65
NLE00113706,2012-02-11,TMAX,17
UKW00035047,2015-08-01,TMAX,221
NLE00113736,2006-02-14,TMIN,45
UKM00003772,2008-02-22,TMIN,0
UK000003377,2006-02-07,TMIN,41
UKM00003772,2012-05-14,TMAX,125
UKM00003772,2014-03-05,TMIN,2
UK000000000,2007-01-12,TMIN,66
UKM00003257,2010-01-26,TMAX,32
UK000003377,2005-06-14,TMIN,74
UK000000000,2013-04-30,TMIN,16
NLE00113724,2011-01-26,TMIN,17
UK000000000,2008-10-30,TMIN,7
NLE00113670,2012-09-28,TMAX,143
NLE00113724,2012-07-30,TMAX,157
UK000000000,2012-10-15,TMIN,27
UK000000000,2009-01-01,TMAX,12
UK000003377,2006-04-08,TMAX,90
NLE00113670,2015-05-08,TMAX,98
UK000000000,2009-09-13,TMIN,77
UKM00003590,2014-08-08,TMAX,214
UKW00035047,2008-03-04,TMAX,80
UKM00003590,2013-04-28,TMAX,129
NLE00113706,2010-12-04,TMIN,32
NLE00113676,2010-07-20,TMIN,173
UK000000000,2013-07-16,TMAX,281
UKM00003772,2010-11-15,TMAX,82
NLE00113724,2008-01-13,TMAX,89
NLE00113670,2013-03-22,TMAX,17
NLE00113670,2014-01-30,TMIN,10
NLE00113736,2007-12-16,TMAX,49
NLE00113670,2014-01-30,TMAX,46
UKM00003590,2009-10-22,TMIN,93
UK000000000,2014-02-02,TMAX,76
UKM00003740,2010-08-24,TMAX,187
UKW00035047,2005-10-10,TMIN,10
UK000000000,2006-10-14,TMIN,89
UK000000000,2012-01-24,TMAX,100
UKM00003590,2006-04-14,TMAX,140
UKM00003257,2005-09-08,TMAX,220
UK000003377,2014-03-11,TMIN,55
NLE00113736,2005-07-22,TMIN,132
NLE00113724,2006-07-09,TMAX,173
UKM00003590,2014-11-07,TMAX,126
UK000003377,2007-05-28,TMIN,52
UKM00003740,2015-01-29,TMAX,55
NLE00113736,2011-07-07,TMIN,149
UK000000000,2012-01-24,TMIN,9
UK000000000,2011-12-15,TMIN,13
UKM00003772,2015-10-16,TMAX,139
NLE00113676,2014-11-02,TMIN,142
UK000003377,2007-07-12,TMAX,223
NLE00113736,2007-08-04,TMIN,173
NLE00113670,2010-07-16,TMAX,174
UK000003377,2008-07-29,TMAX,235
NLE00113670,2015-05-02,TMAX,72
NLE00113724,2015-11-28,TMIN,71
NLE00113736,2007-12-16,TMIN,11
UK000003377,2006-04-08,TMIN,30
UKM00003590,2005-12-24,TMIN,0
UKW00035047,2012-04-29,TMAX,164
NLE00113670,2015-05-02,TMIN,61
NLE00113724,2006-07-09,TMIN,152
NLE00113676,2014-11-02,TMAX,158
NLE00113670,2014-05-10,TMAX,114
NLE00113736,2011-07-07,TMAX,173
UKM00003257,2012-07-31,TMIN,57
NLE00113724,2008-01-13,TMIN,71
UKM00003772,2008-06-08,TMAX,255
NLE00113724,2009-10-06,TMIN,149
UKM00003257,2012-07-31,TMAX,167
NLE00113724,2014-12-28,TMAX,73
UKW00035047,2008-02-22,TMIN,0
UK000003377,2014-02-18,TMIN,70
UK000003377,2014-02-18,TMAX,116
NLE00113706,2012-02-11,TMIN,-20
UKM00003772,2014-03-05,TMAX,132
NLE00113706,2011-01-03,TMAX,48
UK000000000,2010-10-23,TMAX,97
NLE00113736,2014-03-20,TMAX,116
UKW00035047,2012-03-19,TMAX,123
UK000000000,2006-09-05,TMIN,157
NLE00113670,2012-10-27,TMAX,94
UK000003377,2005-10-19,TMAX,141
UKM00003740,2010-07-09,TMIN,128
UKM00003772,2013-06-17,TMAX,213
UKM00003590,2011-04-04,TMIN,19
NLE00113736,2006-09-09,TMIN,153
UKM00003740,2015-02-22,TMIN,-13
UK000000000,2012-07-30,TMAX,186
UK000000000,2013-10-15,TMIN,71
UKM00003772,2010-09-18,TMAX,180
UKM00003590,2013-10-10,TMAX,110
NLE00113676,2013-09-12,TMIN,139
UKM00003257,2009-04-14,TMIN,0
NLE00113706,2011-12-17,TMIN,45
UKM00003257,2008-09-06,TMIN,0
UKW00035047,2008-12-10,TMIN,0
NLE00113676,2011-06-24,TMAX,160
UK000003377,2007-10-27,TMAX,156
UKM00003740,2006-09-04,TMIN,135
NLE00113736,2015-11-19,TMIN,91
UK000000000,2007-07-29,TMIN,98
UK000000000,2013-08-10,TMAX,195
NLE00113724,2010-12-06,TMIN,48
UKM00003740,2009-01-22,TMAX,92
NLE00113736,2008-06-08,TMIN,121
UK000000000,2007-10-31,TMIN,73
UKM00003590,2011-04-04,TMAX,125
NLE00113724,2008-11-01,TMAX,115
UKM00003257,2009-06-05,TMIN,0
UK000003377,2007-10-27,TMIN,74
NLE00113724,2007-08-13,TMIN,164
UKM00003740,2013-09-24,TMAX,186
NLE00113706,2010-08-10,TMAX,176
UK000003377,2014-08-01,TMAX,236
NLE00113676,2015-11-04,TMIN,130
NLE00113736,2006-01-13,TMIN,23
NLE00113736,2011-08-27,TMIN,146
NLE00113736,2006-09-06,TMAX,201
UKW00035047,2011-02-01,TMAX,63
UKM00003590,2005-09-04,TMIN,146
UKM00003740,2010-11-16,TMAX,93
UK000003377,2014-01-08,TMIN,65
UK000003377,2012-04-20,TMIN,19
UK000000000,2007-07-29,TMAX,182
UK000000000,2012-07-10,TMAX,173
UK000003377,2006-10-11,TMAX,165
UK000000000,2011-09-15,TMIN,48
UK000003377,2008-07-29,TMIN,143
NLE00113736,2014-03-20,TMIN,86
NLE00113724,2008-11-01,TMIN,75
NLE00113724,2015-05-30,TMIN,96
UKW00035047,2015-03-23,TMIN,-3
NLE00113706,2011-03-03,TMAX,24
NLE00113724,2006-07-17,TMIN,177
NLE00113676,2012-01-25,TMIN,53
NLE00113736,2007-03-13,TMAX,110
UK000003377,2006-10-11,TMIN,156
UKW00035047,2010-10-09,TMAX,164
NLE00113736,2006-07-10,TMIN,162
NLE00113706,2013-08-18,TMIN,156
UK000000000,2007-10-31,TMAX,150
NLE00113736,2005-07-22,TMAX,156
UK000000000,2012-06-05,TMAX,183
UKM00003740,2010-07-09,TMAX,269
NLE00113736,2012-10-16,TMIN,101
UKW00035047,2013-10-17,TMAX,175
NLE00113676,2012-01-25,TMAX,78
NLE00113736,2010-11-04,TMAX,148
UKM00003257,2009-06-05,TMAX,133
NLE00113736,2007-07-30,TMIN,146
UK000003377,2009-05-26,TMAX,148
NLE00113706,2011-12-17,TMAX,77
UKM00003590,2011-05-07,TMAX,215
UKM00003740,2014-11-17,TMAX,87
NLE00113670,2014-04-20,TMIN,85
NLE00113676,2014-10-26,TMIN,143
NLE00113670,2011-01-09,TMAX,57
NLE00113670,2012-10-09,TMAX,116
NLE00113724,2005-08-08,TMAX,151
UKW00035047,2009-06-06,TMIN,0
UKM00003257,2006-04-10,TMAX,103
NLE00113670,2011-01-09,TMIN,31
NLE00113736,2013-03-06,TMAX,131
NLE00113724,2015-05-30,TMAX,117
NLE00113676,2014-10-26,TMAX,153
UK000000000,2012-09-14,TMIN,112
UK000000000,2011-09-15,TMAX,195
UKM00003257,2005-11-19,TMIN,-52
UK000000000,2008-10-30,TMAX,74
NLE00113736,2006-09-09,TMAX,194
NLE00113706,2010-08-25,TMAX,154
UKM00003257,2015-12-30,TMAX,134
NLE00113676,2013-11-12,TMAX,126
UKM00003257,2011-10-21,TMIN,70
UKM00003257,2008-07-11,TMIN,0
NLE00113724,2014-12-13,TMAX,82
NLE00113670,2012-10-27,TMIN,29
NLE00113724,2006-07-17,TMAX,205
NLE00113736,2013-03-06,TMIN,63
UKM00003590,2011-02-04,TMAX,116
NLE00113724,2007-04-09,TMAX,103
UKM00003740,2006-12-17,TMAX,82
NLE00113736,2006-07-10,TMAX,200
NLE00113676,2013-09-12,TMAX,169
UKM00003772,2007-09-19,TMAX,191
UK000003377,2008-10-25,TMIN,24
NLE00113724,2012-11-02,TMIN,79
NLE00113676,2012-04-21,TMIN,66
UKM00003740,2015-07-08,TMAX,194
NLE00113706,2014-07-08,TMIN,154
UKW00035047,2015-03-23,TMAX,111
UK000000000,2010-11-22,TMAX,66
UKW00035047,2005-07-01,TMIN,115
UKM00003257,2005-11-19,TMAX,54
NLE00113670,2015-06-13,TMAX,138
NLE00113736,2008-10-31,TMIN,58
UKM00003740,2006-09-04,TMAX,212
NLE00113676,2011-06-24,TMIN,114
UKM00003740,2015-10-23,TMIN,69
NLE00113724,2007-04-09,TMIN,89
UKW00035047,2011-10-13,TMAX,162
UKM00003740,2006-12-17,TMIN,25
UK000003377,2009-05-26,TMIN,110
NLE00113736,2010-11-04,TMIN,143
UKM00003772,2007-07-30,TMAX,206
UKM00003257,2006-04-10,TMIN,-23
NLE00113736,2007-07-30,TMAX,158
NLE00113676,2012-04-21,TMAX,87
NLE00113736,2015-02-24,TMIN,48
UKM00003590,2015-09-04,TMIN,67
UK000000000,2010-11-22,TMIN,34
UKM00003740,2009-04-20,TMAX,178
NLE00113736,2008-06-08,TMAX,155
UKM00003740,2014-02-13,TMAX,67
UKM00003740,2013-03-27,TMAX,29
UK000003377,2014-08-01,TMIN,131
UKW00035047,2013-03-13,TMAX,52
NLE00113736,2007-09-20,TMAX,176
NLE00113706,2015-05-21,TMAX,115
UKM00003590,2010-07-27,TMIN,149
NLE00113676,2013-08-22,TMIN,168
NLE00113676,2010-10-24,TMIN,64
UK000003377,2010-02-17,TMAX,23
NLE00113736,2015-02-12,TMIN,34
NLE00113670,2012-02-19,TMAX,53
UK000003377,2014-04-22,TMIN,90
UKM00003772,2007-02-19,TMIN,0
NLE00113706,2012-12-21,TMIN,41
NLE00113736,2015-02-12,TMAX,50
UKM00003257,2006-07-02,TMIN,124
UKM00003740,2013-07-11,TMIN,94
NLE00113724,2013-07-24,TMIN,158
UKM00003740,2009-10-19,TMAX,129
NLE00113736,2007-09-18,TMIN,114
NLE00113736,2012-07-04,TMIN,170
NLE00113724,2015-07-31,TMIN,132
NLE00113670,2012-02-19,TMIN,16
NLE00113676,2008-10-25,TMAX,126
UKM00003740,2009-10-19,TMIN,60
NLE00113724,2005-02-01,TMIN,52
UKM00003772,2006-04-16,TMAX,161
UKW00035047,2013-02-03,TMIN,-5
NLE00113724,2005-02-01,TMAX,69
NLE00113736,2007-09-20,TMIN,151
UK000003377,2006-02-15,TMAX,111
NLE00113676,2015-01-12,TMAX,102
UK000000000,2011-07-19,TMIN,110
NLE00113676,2010-10-24,TMAX,108
UKM00003257,2005-06-29,TMIN,104
UKM00003590,2011-05-07,TMIN,122
NLE00113706,2012-07-31,TMIN,131
NLE00113724,2006-05-17,TMIN,88
NLE00113724,2005-10-29,TMIN,137
UKW00035047,2006-10-17,TMAX,162
NLE00113724,2012-10-17,TMAX,153
UK000000000,2008-12-12,TMAX,83
UKW00035047,2012-11-11,TMIN,20
NLE00113706,2012-12-21,TMAX,53
NLE00113736,2007-09-18,TMAX,145
UKW00035047,2006-10-17,TMIN,1
UKW00035047,2010-07-12,TMAX,221
NLE00113670,2014-04-20,TMAX,111
UK000003377,2005-10-19,TMIN,104
NLE00113706,2011-04-25,TMAX,115
NLE00113724,2015-07-31,TMAX,156
UKM00003590,2013-07-27,TMIN,150
NLE00113706,2011-04-25,TMIN,75
NLE00113724,2005-10-29,TMAX,175
UK000000000,2006-09-05,TMAX,234
NLE00113724,2015-09-28,TMAX,152
NLE00113706,2010-02-03,TMAX,48
UKW00035047,2006-12-15,TMIN,0
UKM00003590,2013-06-07,TMIN,75
UK000003377,2006-02-15,TMIN,65
NLE00113736,2012-07-04,TMAX,223
UKW00035047,2012-11-11,TMAX,92
UK000003377,2009-11-17,TMIN,76
NLE00113706,2015-05-21,TMIN,93
NLE00113706,2013-12-04,TMIN,70
UKM00003257,2006-07-09,TMIN,135
NLE00113736,2007-03-13,TMIN,75
UKM00003740,2011-06-24,TMAX,170
UKM00003590,2010-07-06,TMIN,78
UKM00003590,2010-07-29,TMAX,207
NLE00113676,2015-01-12,TMIN,64
NLE00113736,2011-01-24,TMAX,65
NLE00113736,2006-09-06,TMIN,187
NLE00113724,2014-11-11,TMAX,144
NLE00113706,2011-10-01,TMAX,184
UKM00003257,2005-07-07,TMAX,195
UKM00003257,2009-04-14,TMAX,135
NLE00113736,2006-01-13,TMAX,51
NLE00113724,2009-12-13,TMAX,82
NLE00113736,2012-10-16,TMAX,146
NLE00113706,2015-05-10,TMIN,78
NLE00113724,2007-08-13,TMAX,180
UK000000000,2007-08-03,TMIN,97
UK000000000,2014-11-08,TMIN,57
UKM00003590,2010-10-24,TMAX,91
UKM00003772,2009-03-24,TMIN,0
UKM00003257,2010-08-05,TMAX,196
UKM00003740,2009-06-11,TMAX,175
UKM00003590,2014-07-11,TMAX,170
NLE00113706,2011-10-01,TMIN,170
UK000003377,2008-10-25,TMAX,131
NLE00113706,2012-05-06,TMIN,60
UK000000000,2014-11-08,TMAX,119
NLE00113736,2007-06-06,TMIN,125
UK000000000,2011-04-07,TMAX,183
UKM00003257,2011-05-24,TMAX,156
NLE00113724,2005-08-08,TMIN,135
NLE00113676,2013-01-06,TMIN,80
UKM00003740,2008-03-22,TMAX,55
NLE00113736,2007-06-06,TMAX,137
UKM00003740,2009-04-20,TMIN,32
NLE00113706,2012-05-06,TMAX,77
NLE00113724,2011-05-31,TMAX,120
NLE00113736,2012-01-30,TMIN,-2
UK000000000,2013-10-15,TMAX,141
NLE00113706,2012-07-31,TMAX,159
NLE00113706,2010-08-10,TMIN,150
UKM00003257,2010-10-08,TMIN,81
UK000000000,2013-08-10,TMIN,114
UKM00003590,2013-05-10,TMAX,173
NLE00113736,2012-01-30,TMAX,17
UKM00003772,2007-02-19,TMAX,112
NLE00113706,2011-03-03,TMIN,11
UKW00035047,2006-12-15,TMAX,110
UK000003377,2012-07-31,TMAX,231
UKM00003740,2013-07-11,TMAX,222
UKM00003257,2005-06-29,TMAX,154
NLE00113724,2009-12-13,TMIN,43
UK000000000,2008-12-12,TMIN,-22
UK000003377,2010-02-17,TMIN,23
NLE00113724,2012-10-17,TMIN,114
UK000003377,2012-04-20,TMAX,114
UKM00003257,2006-07-09,TMAX,194
UK000000000,2012-07-03,TMIN,131
NLE00113706,2015-05-10,TMAX,113
UK000000000,2012-09-14,TMAX,182
UKW00035047,2007-05-02,TMIN,0
UKW00035047,2012-04-19,TMAX,124
UKM00003740,2011-06-24,TMIN,75
UK000000000,2009-09-13,TMAX,171
NLE00113736,2015-02-24,TMAX,76
NLE00113724,2014-11-11,TMIN,110
UKM00003257,2015-02-12,TMAX,62
NLE00113670,2015-06-13,TMIN,121
UK000000000,2011-07-19,TMAX,178
UK000000000,2005-01-01,TMAX,111
UKW00035047,2015-04-10,TMAX,172
NLE00113676,2008-10-25,TMIN,116
NLE00113724,2007-04-17,TMAX,97
NLE00113724,2011-05-31,TMIN,106
UK000003377,2011-04-15,TMIN,81
UK000000000,2006-10-18,TMIN,109
NLE00113724,2008-12-11,TMAX,70
UK000000000,2005-03-19,TMIN,58
UK000003377,2006-07-02,TMIN,178
UK000003377,2012-07-21,TMIN,95
NLE00113724,2006-12-20,TMIN,64
UKM00003740,2013-04-08,TMAX,95
NLE00113724,2006-12-20,TMAX,89
NLE00113706,2013-01-24,TMAX,36
UKM00003257,2010-04-23,TMIN,24
UKM00003590,2008-03-14,TMIN,0
NLE00113706,2010-08-21,TMIN,171
NLE00113736,2011-01-24,TMIN,53
NLE00113736,2010-08-05,TMAX,178
UK000003377,2008-08-23,TMAX,201
NLE00113670,2011-05-11,TMIN,106
UKM00003590,2008-03-14,TMAX,121
UKM00003257,2008-03-29,TMIN,-42
NLE00113706,2014-07-08,TMAX,164
UKM00003590,2012-04-30,TMIN,76
UK000000000,2005-01-04,TMAX,98
NLE00113736,2014-07-25,TMIN,177
NLE00113706,2010-07-02,TMIN,157
UKM00003740,2015-01-28,TMAX,92
UKM00003740,2007-06-06,TMAX,181
UKM00003740,2011-09-30,TMAX,262
UKM00003590,2014-09-09,TMIN,93
UK000003377,2006-10-13,TMAX,176
NLE00113736,2009-02-05,TMAX,52
UK000003377,2010-07-24,TMIN,103
UKM00003590,2007-05-03,TMIN,0
NLE00113670,2012-12-05,TMAX,53
NLE00113736,2014-07-25,TMAX,205
NLE00113706,2010-08-25,TMIN,134
UKM00003590,2008-10-25,TMAX,134
NLE00113670,2012-09-29,TMIN,113
UKM00003772,2008-09-07,TMIN,0
UK000000000,2009-02-12,TMAX,57
UKW00035047,2011-12-15,TMAX,83
UKM00003590,2015-01-12,TMIN,61
UK000003377,2010-09-01,TMIN,51
UKM00003740,2005-03-12,TMAX,81
NLE00113706,2010-03-08,TMAX,53
UK000000000,2006-05-18,TMAX,173
NLE00113736,2010-11-19,TMAX,107
UK000000000,2011-02-13,TMIN,31
NLE00113670,2014-09-09,TMAX,153
NLE00113676,2013-11-12,TMIN,99
NLE00113676,2011-11-15,TMIN,60
NLE00113706,2015-02-03,TMIN,35
UK000000000,2007-07-12,TMAX,209
NLE00113736,2010-04-24,TMAX,137
NLE00113670,2010-07-18,TMAX,165
UK000000000,2006-10-18,TMAX,170
NLE00113724,2012-07-30,TMIN,142
NLE00113676,2011-11-15,TMAX,96
UKW00035047,2015-04-09,TMAX,133
NLE00113670,2011-05-11,TMAX,127
UK000000000,2006-05-18,TMIN,114
UK000000000,2005-07-25,TMIN,121
UK000003377,2006-07-02,TMAX,300
UKW00035047,2015-01-27,TMAX,80
UK000000000,2011-02-13,TMAX,82
UKM00003590,2014-09-09,TMAX,205
UK000000000,2007-07-12,TMIN,119
NLE00113724,2006-01-18,TMAX,71
UK000000000,2006-05-03,TMIN,78
NLE00113736,2005-04-12,TMIN,76
NLE00113736,2005-11-18,TMIN,64
UK000000000,2009-08-12,TMIN,146
UK000003377,2012-05-28,TMIN,91
NLE00113724,2015-10-16,TMAX,134
UKM00003590,2010-01-26,TMAX,15
NLE00113736,2015-02-21,TMIN,32
UKM00003257,2014-02-18,TMAX,101
UK000000000,2006-07-07,TMIN,150
NLE00113676,2010-07-08,TMAX,185
NLE00113724,2013-07-11,TMAX,142
NLE00113706,2010-06-14,TMAX,133
NLE00113724,2008-08-23,TMIN,149
UKM00003257,2005-07-18,TMAX,201
UK000000000,2006-07-07,TMAX,201
UKM00003257,2015-04-09,TMIN,21
UK000003377,2007-08-22,TMIN,135
NLE00113736,2015-03-23,TMAX,68
UKM00003740,2010-01-21,TMIN,-12
UKM00003257,2007-02-16,TMAX,71
UK000003377,2012-07-31,TMIN,106
NLE00113736,2015-02-21,TMAX,57
UKM00003740,2014-06-01,TMIN,88
UK000000000,2007-04-01,TMIN,42
UKM00003740,2015-08-18,TMIN,101
UK000003377,2010-12-27,TMIN,-97
NLE00113736,2006-02-16,TMAX,67
NLE00113706,2010-06-14,TMIN,119
NLE00113724,2006-10-20,TMIN,144
NLE00113670,2015-06-29,TMAX,154
UK000000000,2011-04-07,TMIN,74
UKM00003740,2013-12-16,TMAX,127
UKM00003257,2010-04-23,TMAX,154
NLE00113724,2014-12-13,TMIN,63
UK000003377,2013-06-25,TMIN,78
NLE00113706,2013-04-13,TMIN,36
UKM00003590,2005-11-06,TMAX,138
UK000003377,2014-01-08,TMAX,78
UKM00003590,2006-07-05,TMAX,248
UKM00003257,2005-05-17,TMAX,113
UK000003377,2009-01-09,TMIN,-39
UKM00003772,2011-01-24,TMAX,72
NLE00113724,2015-11-29,TMAX,128
NLE00113670,2014-11-11,TMAX,136
UK000000000,2012-01-28,TMAX,33
UKM00003740,2008-07-29,TMIN,130
UK000003377,2005-01-06,TMAX,121
UK000003377,2005-01-06,TMIN,37
UKM00003740,2014-06-01,TMAX,207
UKM00003740,2007-07-18,TMAX,202
UK000003377,2006-10-13,TMIN,91
UK000003377,2007-08-22,TMAX,175
UKW00035047,2012-03-04,TMAX,88
UKM00003257,2015-12-02,TMAX,123
NLE00113736,2011-11-19,TMAX,111
NLE00113736,2011-11-19,TMIN,96
NLE00113724,2008-07-23,TMIN,156
UKM00003590,2012-04-21,TMIN,18
NLE00113676,2010-07-08,TMIN,157
UKM00003257,2012-06-18,TMAX,189
UKM00003590,2012-04-30,TMAX,173
UKM00003740,2014-10-25,TMAX,141
NLE00113706,2010-08-21,TMAX,184
UKW00035047,2013-01-18,TMIN,-32
NLE00113724,2011-02-23,TMIN,40
NLE00113724,2008-07-23,TMAX,186
UK000003377,2006-01-24,TMIN,-53
NLE00113724,2013-07-11,TMIN,128
UK000000000,2012-01-28,TMIN,1
NLE00113670,2014-09-09,TMIN,142
UKW00035047,2015-01-27,TMIN,21
UK000000000,2009-02-04,TMIN,-25
UKM00003257,2007-01-27,TMAX,95
UKM00003590,2010-06-19,TMAX,135
UK000000000,2005-09-25,TMIN,92
UK000003377,2008-01-14,TMAX,97
UKM00003590,2014-03-12,TMIN,19
NLE00113724,2005-03-20,TMAX,64
NLE00113676,2015-10-23,TMIN,119
UKM00003740,2007-06-01,TMAX,208
UKM00003257,2014-11-17,TMAX,115
UK000000000,2010-11-16,TMIN,-11
UK000003377,2015-02-21,TMIN,9
NLE00113736,2015-11-29,TMIN,105
NLE00113706,2011-04-21,TMAX,159
NLE00113724,2007-07-27,TMAX,177
NLE00113736,2015-01-29,TMIN,15
NLE00113706,2009-12-05,TMIN,78
UKM00003740,2014-10-25,TMIN,86
UKM00003257,2014-11-17,TMIN,66
UKM00003590,2012-05-22,TMIN,88
NLE00113736,2009-02-13,TMIN,18
NLE00113736,2010-07-16,TMAX,192
UK000000000,2010-09-07,TMAX,198
UKM00003257,2015-03-24,TMAX,101
UK000003377,2009-03-08,TMIN,44
NLE00113736,2011-01-13,TMIN,70
UK000003377,2015-02-21,TMAX,73
NLE00113736,2009-02-13,TMAX,40
UK000000000,2005-01-04,TMIN,71
UKW00035047,2012-12-19,TMIN,17
NLE00113736,2015-01-29,TMAX,62
NLE00113736,2012-03-29,TMAX,95
NLE00113736,2015-11-29,TMAX,135
UK000000000,2012-10-22,TMIN,74
NLE00113724,2008-08-30,TMAX,192
NLE00113724,2005-05-24,TMIN,101
UKM00003590,2009-04-10,TMIN,-38
UKM00003590,2015-07-23,TMIN,84
UKM00003772,2013-08-26,TMAX,259
UK000000000,2005-10-19,TMIN,96
UKW00035047,2008-02-10,TMIN,-84
UKW00035047,2011-08-15,TMIN,130
UKM00003257,2011-03-07,TMAX,53
UKM00003740,2007-06-18,TMAX,188
NLE00113724,2008-08-30,TMIN,168
NLE00113736,2012-10-28,TMIN,64
UK000000000,2009-12-07,TMAX,107
NLE00113706,2014-04-16,TMIN,65
UKM00003257,2009-05-08,TMIN,-14
UK000000000,2012-11-24,TMAX,97
UKW00035047,2011-08-15,TMAX,220
UKM00003772,2015-10-16,TMIN,106
NLE00113724,2007-07-27,TMIN,155
UK000000000,2009-06-25,TMIN,114
UK000000000,2007-07-28,TMIN,117
UK000003377,2010-09-01,TMAX,198
UK000000000,2009-06-25,TMAX,239
NLE00113706,2013-10-11,TMIN,109
UKM00003590,2010-06-19,TMIN,74
UKM00003772,2005-11-18,TMAX,80
UKM00003590,2006-10-11,TMIN,5
UK000000000,2005-03-19,TMAX,162
UKW00035047,2014-06-21,TMAX,229
NLE00113676,2009-10-22,TMAX,140
UK000000000,2005-07-25,TMAX,159
NLE00113724,2005-05-24,TMAX,117
NLE00113724,2011-04-25,TMIN,77
UKM00003257,2015-05-08,TMIN,-2
UKW00035047,2012-12-19,TMAX,73
UKM00003772,2015-05-09,TMAX,193
NLE00113724,2005-12-22,TMIN,77
UKM00003257,2010-06-13,TMAX,144
NLE00113706,2012-11-25,TMAX,120
NLE00113724,2005-12-22,TMAX,92
UK000003377,2014-12-04,TMAX,71
UKM00003590,2006-02-16,TMIN,4
UKW00035047,2005-01-04,TMAX,104
UKM00003740,2013-04-08,TMIN,24
NLE00113736,2010-08-05,TMIN,156
NLE00113724,2012-10-13,TMAX,122
UK000003377,2009-03-08,TMAX,84
UKM00003257,2007-02-16,TMIN,0
NLE00113670,2015-09-18,TMAX,156
UK000000000,2010-10-22,TMAX,107
NLE00113670,2012-09-29,TMAX,135
UK000000000,2012-10-27,TMAX,94
UKM00003257,2006-10-16,TMIN,2
UKM00003590,2005-10-27,TMAX,184
